-------------------------
Primal attack in two-step mode, LWE challenge n=59, alpha=0.0100
Chose 216 samples. Predict solution at bkz-89 + svp-119

GSO precision:  dd
||b_1|| = 12187081, target_norm = 394862
Intial Slope = -0.06705, dim = 217, dvol = 509.8453199331143

Blocksize Strategy: [(10, 1, 1), (11, 1, 1), (12, 1, 1), (13, 1, 1), (14, 1, 1), (15, 1, 1), (16, 1, 1), (17, 1, 1), (18, 1, 1), (19, 1, 1), (20, 1, 1), (21, 1, 1), (22, 1, 1), (23, 1, 1), (24, 1, 1), (25, 1, 1), (26, 1, 1), (27, 1, 1), (28, 1, 1), (29, 1, 1), (30, 1, 1), (31, 1, 1), (32, 1, 1), (33, 1, 1), (34, 1, 1), (35, 1, 1), (36, 1, 1), (37, 1, 1), (38, 1, 1), (39, 1, 1), (40, 1, 1), (41, 1, 1), (42, 1, 1), (43, 1, 1), (44, 1, 1), (45, 1, 1), (46, 1, 1), (47, 1, 1), (48, 1, 1), (49, 1, 1), (69, 1, 1), (72, 1, 1), (75, 1, 1), (77, 1, 1), (79, 1, 1), (81, 1, 1), (83, 1, 1), (85, 1, 1), (87, 1, 1), (89, 1, 1), (91, 1, 1), (93, 1, 1), (95, 1, 1), (97, 1, 1)]

Starting a fpylll BKZ-10 tour.  slope: -0.06651,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 1.363 s, walltime: 1.363 sec
Starting a fpylll BKZ-11 tour.  slope: -0.06543,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 3.037 s, walltime: 4.401 sec
Starting a fpylll BKZ-12 tour.  slope: -0.06507,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 1.366 s, walltime: 5.767 sec
Starting a fpylll BKZ-13 tour.  slope: -0.06449,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.115 s, walltime: 7.882 sec
Starting a fpylll BKZ-14 tour.  slope: -0.06402,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 1.648 s, walltime: 9.531 sec
Starting a fpylll BKZ-15 tour.  slope: -0.06341,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.582 s, walltime: 12.113 sec
Starting a fpylll BKZ-16 tour.  slope: -0.06304,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 1.879 s, walltime: 13.992 sec
Starting a fpylll BKZ-17 tour.  slope: -0.06241,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.834 s, walltime: 16.827 sec
Starting a fpylll BKZ-18 tour.  slope: -0.06187,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.525 s, walltime: 19.352 sec
Starting a fpylll BKZ-19 tour.  slope: -0.06137,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.978 s, walltime: 22.330 sec
Starting a fpylll BKZ-20 tour.  slope: -0.06091,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.525 s, walltime: 24.855 sec
Starting a fpylll BKZ-21 tour.  slope: -0.06042,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 3.176 s, walltime: 28.031 sec
Starting a fpylll BKZ-22 tour.  slope: -0.05991,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.857 s, walltime: 30.888 sec
Starting a fpylll BKZ-23 tour.  slope: -0.05931,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 3.854 s, walltime: 34.742 sec
Starting a fpylll BKZ-24 tour.  slope: -0.05893,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 2.518 s, walltime: 37.261 sec
Starting a fpylll BKZ-25 tour.  slope: -0.05842,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 4.060 s, walltime: 41.321 sec
Starting a fpylll BKZ-26 tour.  slope: -0.05805,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 3.462 s, walltime: 44.783 sec
Starting a fpylll BKZ-27 tour.  slope: -0.05752,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 4.602 s, walltime: 49.386 sec
Starting a fpylll BKZ-28 tour.  slope: -0.05726,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 3.166 s, walltime: 52.552 sec
Starting a fpylll BKZ-29 tour.  slope: -0.05673,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 4.951 s, walltime: 57.503 sec
Starting a fpylll BKZ-30 tour.  slope: -0.05633,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 4.504 s, walltime: 62.008 sec
Starting a fpylll BKZ-31 tour.  slope: -0.05590,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 5.587 s, walltime: 67.595 sec
Starting a fpylll BKZ-32 tour.  slope: -0.05551,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 5.089 s, walltime: 72.685 sec
Starting a fpylll BKZ-33 tour.  slope: -0.05514,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 5.978 s, walltime: 78.663 sec
Starting a fpylll BKZ-34 tour.  slope: -0.05482,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 4.804 s, walltime: 83.467 sec
Starting a fpylll BKZ-35 tour.  slope: -0.05442,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 6.627 s, walltime: 90.094 sec
Starting a fpylll BKZ-36 tour.  slope: -0.05405,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 6.728 s, walltime: 96.823 sec
Starting a fpylll BKZ-37 tour.  slope: -0.05362,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 6.829 s, walltime: 103.653 sec
Starting a fpylll BKZ-38 tour.  slope: -0.05324,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 7.919 s, walltime: 111.572 sec
Starting a fpylll BKZ-39 tour.  slope: -0.05287,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 8.090 s, walltime: 119.662 sec
Starting a fpylll BKZ-40 tour.  slope: -0.05252,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 8.136 s, walltime: 127.799 sec
Starting a fpylll BKZ-41 tour.  slope: -0.05223,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 9.004 s, walltime: 136.803 sec
Starting a fpylll BKZ-42 tour.  slope: -0.05191,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 9.318 s, walltime: 146.122 sec
Starting a fpylll BKZ-43 tour.  slope: -0.05160,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 9.729 s, walltime: 155.851 sec
Starting a fpylll BKZ-44 tour.  slope: -0.05135,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 9.884 s, walltime: 165.736 sec
Starting a fpylll BKZ-45 tour.  slope: -0.05102,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 11.401 s, walltime: 177.137 sec
Starting a fpylll BKZ-46 tour.  slope: -0.05075,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 34.206 s, walltime: 211.343 sec
Starting a fpylll BKZ-47 tour.  slope: -0.05048,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 49.537 s, walltime: 260.880 sec
Starting a fpylll BKZ-48 tour.  slope: -0.05021,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 51.836 s, walltime: 312.716 sec
Starting a fpylll BKZ-49 tour.  slope: -0.04997,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 53.892 s, walltime: 366.608 sec
Starting a pnjBKZ-69-1 tour. 

 k:0, b:55, f:0 , RAM cost: 0.1357 GB 
 k:0, b:56, f:1 , RAM cost: 1.6575 GB 
 k:0, b:57, f:2 , RAM cost: 1.6633 GB 
 k:0, b:58, f:3 , RAM cost: 1.6675 GB 
 k:0, b:59, f:4 , RAM cost: 1.6719 GB 
 k:0, b:60, f:5 , RAM cost: 1.6740 GB 
 k:0, b:61, f:6 , RAM cost: 1.6779 GB 
 k:0, b:62, f:7 , RAM cost: 1.6825 GB 
 k:0, b:63, f:8 , RAM cost: 1.6863 GB 
 k:0, b:64, f:9 , RAM cost: 1.6887 GB 
 k:0, b:65, f:10 , RAM cost: 1.6908 GB 
 k:0, b:66, f:11 , RAM cost: 1.6933 GB 
 k:0, b:67, f:12 , RAM cost: 1.6954 GB 
 k:0, b:68, f:13 , RAM cost: 1.6951 GB 
 k:0, b:69, f:14 , RAM cost: 1.6971 GB 
 k:0, b:70, f:15 , RAM cost: 1.7017 GB 
 k:0, b:71, f:16 , RAM cost: 1.7037 GB 
 k:0, b:72, f:17 , RAM cost: 1.7034 GB 
 k:0, b:73, f:18 , RAM cost: 1.7058 GB 
 k:0, b:74, f:19 , RAM cost: 1.7058 GB 
 k:0, b:75, f:20 , RAM cost: 1.7077 GB 
 k:0, b:76, f:21 , RAM cost: 1.7078 GB 
 k:0, b:77, f:22 , RAM cost: 1.7102 GB 
 k:0, b:78, f:23 , RAM cost: 1.7120 GB 
 k:0, b:79, f:24 , RAM cost: 1.7123 GB 
 k:0, b:80, f:25 , RAM cost: 1.7120 GB 
 k:0, b:81, f:26 , RAM cost: 1.7120 GB 
 k:1, b:81, f:26 , RAM cost: 1.7140 GB 
 k:2, b:81, f:26 , RAM cost: 1.7162 GB 
 k:3, b:81, f:26 , RAM cost: 1.7163 GB 
 k:4, b:81, f:26 , RAM cost: 1.7166 GB 
 k:5, b:81, f:26 , RAM cost: 1.7166 GB 
 k:6, b:81, f:26 , RAM cost: 1.7167 GB 
 k:7, b:81, f:26 , RAM cost: 1.7168 GB 
 k:8, b:81, f:26 , RAM cost: 1.7165 GB 
 k:9, b:81, f:26 , RAM cost: 1.7187 GB 
 k:10, b:81, f:26 , RAM cost: 1.7187 GB 
 k:11, b:81, f:26 , RAM cost: 1.7186 GB 
 k:12, b:81, f:26 , RAM cost: 1.7186 GB 
 k:13, b:81, f:26 , RAM cost: 1.7190 GB 
 k:14, b:81, f:26 , RAM cost: 1.7186 GB 
 k:15, b:81, f:26 , RAM cost: 1.7190 GB 
 k:16, b:81, f:26 , RAM cost: 1.7189 GB 
 k:17, b:81, f:26 , RAM cost: 1.7191 GB 
 k:18, b:81, f:26 , RAM cost: 1.7187 GB 
 k:19, b:81, f:26 , RAM cost: 1.7188 GB 
 k:20, b:81, f:26 , RAM cost: 1.7191 GB 
 k:21, b:81, f:26 , RAM cost: 1.7191 GB 
 k:22, b:81, f:26 , RAM cost: 1.7188 GB 
 k:23, b:81, f:26 , RAM cost: 1.7189 GB 
 k:24, b:81, f:26 , RAM cost: 1.7188 GB 
 k:25, b:81, f:26 , RAM cost: 1.7188 GB 
 k:7, b:84, f:28 , RAM cost: 1.7262 GB 
 k:8, b:84, f:28 , RAM cost: 1.7261 GB 
 k:9, b:84, f:28 , RAM cost: 1.7261 GB 
 k:10, b:84, f:28 , RAM cost: 1.7261 GB 
 k:11, b:84, f:28 , RAM cost: 1.7261 GB 
 k:12, b:84, f:28 , RAM cost: 1.7261 GB 
 k:13, b:84, f:28 , RAM cost: 1.7263 GB 
 k:14, b:84, f:28 , RAM cost: 1.7263 GB 
 k:15, b:84, f:28 , RAM cost: 1.7264 GB 
 k:16, b:84, f:28 , RAM cost: 1.7261 GB 
 k:17, b:84, f:28 , RAM cost: 1.7261 GB 
 k:18, b:84, f:28 , RAM cost: 1.7261 GB 
 k:19, b:84, f:28 , RAM cost: 1.7261 GB 
 k:20, b:84, f:28 , RAM cost: 1.7262 GB 
 k:21, b:84, f:28 , RAM cost: 1.7264 GB 
 k:22, b:84, f:28 , RAM cost: 1.7263 GB 
 k:23, b:84, f:28 , RAM cost: 1.7264 GB 
 k:24, b:84, f:28 , RAM cost: 1.7263 GB 
 k:25, b:84, f:28 , RAM cost: 1.7263 GB 
 k:26, b:84, f:28 , RAM cost: 1.7264 GB 
 k:27, b:84, f:28 , RAM cost: 1.7261 GB 
 k:28, b:84, f:28 , RAM cost: 1.7261 GB 
 k:29, b:84, f:28 , RAM cost: 1.7263 GB 
 k:30, b:84, f:28 , RAM cost: 1.7262 GB 
 k:31, b:84, f:28 , RAM cost: 1.7261 GB 
 k:32, b:84, f:28 , RAM cost: 1.7261 GB 
 k:33, b:84, f:28 , RAM cost: 1.7261 GB 
 k:34, b:84, f:28 , RAM cost: 1.7265 GB 
 k:35, b:84, f:28 , RAM cost: 1.7265 GB 
 k:36, b:84, f:28 , RAM cost: 1.7265 GB 
 k:37, b:84, f:28 , RAM cost: 1.7263 GB 
 k:38, b:84, f:28 , RAM cost: 1.7264 GB 
 k:39, b:84, f:28 , RAM cost: 1.7261 GB 
 k:40, b:84, f:28 , RAM cost: 1.7264 GB 
 k:41, b:84, f:28 , RAM cost: 1.7263 GB 
 k:42, b:84, f:28 , RAM cost: 1.7265 GB 
 k:43, b:84, f:28 , RAM cost: 1.7262 GB 
 k:44, b:84, f:28 , RAM cost: 1.7262 GB 
 k:45, b:84, f:28 , RAM cost: 1.7262 GB 
 k:46, b:84, f:28 , RAM cost: 1.7261 GB 
 k:47, b:84, f:28 , RAM cost: 1.7262 GB 
 k:48, b:84, f:28 , RAM cost: 1.7261 GB 
 k:49, b:84, f:28 , RAM cost: 1.7264 GB 
 k:50, b:84, f:28 , RAM cost: 1.7264 GB 
 k:51, b:84, f:28 , RAM cost: 1.7262 GB 
 k:52, b:84, f:28 , RAM cost: 1.7262 GB 
 k:53, b:84, f:28 , RAM cost: 1.7261 GB 
 k:54, b:84, f:28 , RAM cost: 1.7262 GB 
 k:55, b:84, f:28 , RAM cost: 1.7262 GB 
 k:56, b:84, f:28 , RAM cost: 1.7262 GB 
 k:57, b:84, f:28 , RAM cost: 1.7262 GB 
 k:58, b:84, f:28 , RAM cost: 1.7265 GB 
 k:59, b:84, f:28 , RAM cost: 1.7261 GB 
 k:60, b:84, f:28 , RAM cost: 1.7265 GB 
 k:61, b:84, f:28 , RAM cost: 1.7265 GB 
 k:62, b:84, f:28 , RAM cost: 1.7265 GB 
 k:63, b:84, f:28 , RAM cost: 1.7262 GB 
 k:64, b:84, f:28 , RAM cost: 1.7263 GB 
 k:65, b:84, f:28 , RAM cost: 1.7265 GB 
 k:66, b:84, f:28 , RAM cost: 1.7263 GB 
 k:67, b:84, f:28 , RAM cost: 1.7263 GB 
 k:68, b:84, f:28 , RAM cost: 1.7264 GB 
 k:69, b:84, f:28 , RAM cost: 1.7263 GB 
 k:70, b:84, f:28 , RAM cost: 1.7263 GB 
 k:71, b:84, f:28 , RAM cost: 1.7262 GB 
 k:72, b:84, f:28 , RAM cost: 1.7263 GB 
 k:73, b:84, f:28 , RAM cost: 1.7262 GB 
 k:74, b:84, f:28 , RAM cost: 1.7264 GB 
 k:75, b:84, f:28 , RAM cost: 1.7262 GB 
 k:76, b:84, f:28 , RAM cost: 1.7262 GB 
 k:77, b:84, f:28 , RAM cost: 1.7263 GB 
 k:78, b:84, f:28 , RAM cost: 1.7263 GB 
 k:79, b:84, f:28 , RAM cost: 1.7264 GB 
 k:80, b:84, f:28 , RAM cost: 1.7263 GB 
 k:81, b:84, f:28 , RAM cost: 1.7262 GB 
 k:82, b:84, f:28 , RAM cost: 1.7264 GB 
 k:83, b:84, f:28 , RAM cost: 1.7262 GB 
 k:84, b:84, f:28 , RAM cost: 1.7262 GB 
 k:85, b:84, f:28 , RAM cost: 1.7266 GB 
 k:86, b:84, f:28 , RAM cost: 1.7266 GB 
 k:87, b:84, f:28 , RAM cost: 1.7264 GB 
 k:88, b:84, f:28 , RAM cost: 1.7265 GB 
 k:89, b:84, f:28 , RAM cost: 1.7262 GB 
 k:90, b:84, f:28 , RAM cost: 1.7262 GB 
 k:91, b:84, f:28 , RAM cost: 1.7262 GB 
 k:92, b:84, f:28 , RAM cost: 1.7263 GB 
 k:93, b:84, f:28 , RAM cost: 1.7262 GB 
 k:94, b:84, f:28 , RAM cost: 1.7263 GB 
 k:95, b:84, f:28 , RAM cost: 1.7266 GB 
 k:96, b:84, f:28 , RAM cost: 1.7265 GB 
 k:97, b:84, f:28 , RAM cost: 1.7266 GB 
 k:98, b:84, f:28 , RAM cost: 1.7265 GB 
 k:99, b:84, f:28 , RAM cost: 1.7264 GB 
 k:100, b:84, f:28 , RAM cost: 1.7264 GB 
 k:101, b:84, f:28 , RAM cost: 1.7264 GB 
 k:102, b:84, f:28 , RAM cost: 1.7264 GB 
 k:103, b:84, f:28 , RAM cost: 1.7262 GB 
 k:104, b:84, f:28 , RAM cost: 1.7264 GB 
 k:105, b:84, f:28 , RAM cost: 1.7262 GB 
 k:106, b:84, f:28 , RAM cost: 1.7263 GB 
 k:107, b:84, f:28 , RAM cost: 1.7262 GB 
 k:108, b:84, f:28 , RAM cost: 1.7266 GB 
 k:109, b:84, f:28 , RAM cost: 1.7264 GB 
 k:110, b:84, f:28 , RAM cost: 1.7262 GB 
 k:111, b:84, f:28 , RAM cost: 1.7262 GB 
 k:112, b:84, f:28 , RAM cost: 1.7263 GB 
 k:113, b:84, f:28 , RAM cost: 1.7266 GB 
 k:114, b:84, f:28 , RAM cost: 1.7265 GB 
 k:115, b:84, f:28 , RAM cost: 1.7264 GB 
 k:116, b:84, f:28 , RAM cost: 1.7262 GB 
 k:117, b:84, f:28 , RAM cost: 1.7264 GB 
 k:118, b:84, f:28 , RAM cost: 1.7263 GB 
 k:119, b:84, f:28 , RAM cost: 1.7266 GB 
 k:120, b:84, f:28 , RAM cost: 1.7265 GB 
 k:121, b:84, f:28 , RAM cost: 1.7262 GB 
 k:122, b:84, f:28 , RAM cost: 1.7263 GB 
 k:123, b:84, f:28 , RAM cost: 1.7262 GB 
 k:124, b:84, f:28 , RAM cost: 1.7263 GB 
 k:125, b:84, f:28 , RAM cost: 1.7265 GB 
 k:126, b:84, f:28 , RAM cost: 1.7262 GB 
 k:127, b:84, f:28 , RAM cost: 1.7266 GB 
 k:128, b:84, f:28 , RAM cost: 1.7264 GB 
 k:129, b:84, f:28 , RAM cost: 1.7264 GB 
 k:130, b:84, f:28 , RAM cost: 1.7263 GB 
 k:131, b:84, f:28 , RAM cost: 1.7263 GB 
 k:132, b:84, f:28 , RAM cost: 1.7263 GB 
 k:133, b:84, f:28 , RAM cost: 1.7263 GB 
 k:134, b:83, f:27 , RAM cost: 1.7265 GB 
 k:135, b:82, f:26 , RAM cost: 1.7264 GB 
 k:136, b:81, f:25 , RAM cost: 1.7266 GB 
 k:137, b:80, f:24 , RAM cost: 1.7264 GB 
 k:138, b:79, f:23 , RAM cost: 1.7264 GB 
 k:139, b:78, f:22 , RAM cost: 1.7264 GB 
 k:140, b:77, f:21 , RAM cost: 1.7266 GB 
 k:141, b:76, f:20 , RAM cost: 1.7266 GB 
 k:142, b:75, f:19 , RAM cost: 1.7264 GB 
 k:143, b:74, f:18 , RAM cost: 1.7265 GB 
 k:144, b:73, f:17 , RAM cost: 1.7262 GB 
 k:145, b:72, f:16 , RAM cost: 1.7265 GB 
 k:146, b:71, f:15 , RAM cost: 1.7264 GB 
 k:147, b:70, f:14 , RAM cost: 1.7263 GB 
 k:148, b:69, f:13 , RAM cost: 1.7262 GB 
 k:149, b:68, f:12 , RAM cost: 1.7263 GB 
 k:150, b:67, f:11 , RAM cost: 1.7263 GB 
 k:151, b:66, f:10 , RAM cost: 1.7262 GB 
 k:152, b:65, f:9 , RAM cost: 1.7266 GB 
 k:153, b:64, f:8 , RAM cost: 1.7264 GB 
 k:154, b:63, f:7 , RAM cost: 1.7263 GB 
 k:155, b:62, f:6 , RAM cost: 1.7262 GB 
 k:156, b:61, f:5 , RAM cost: 1.7262 GB 
 k:157, b:60, f:4 , RAM cost: 1.7262 GB 
 k:158, b:59, f:3 , RAM cost: 1.7263 GB 
 k:159, b:58, f:2 , RAM cost: 1.7262 GB 
 k:160, b:57, f:1 , RAM cost: 1.7264 GB 
 k:161, b:56, f:0  , RAM cost: 1.7264 GB  
 k:161, b:56, f:0 

slope: -0.04540,||b_1|| = 12187081, target_norm = 394862, BKZ cost: 997.544 s, walltime: 2323.245 sec, memory cost = 1.73 GB 
Starting a pnjBKZ-75-1 tour. 

 k:0, b:58, f:0 , RAM cost: 1.7264 GB 
 k:0, b:59, f:1 , RAM cost: 1.7266 GB 
 k:0, b:60, f:2 , RAM cost: 1.7264 GB 
 k:0, b:61, f:3 , RAM cost: 1.7263 GB 
 k:0, b:62, f:4 , RAM cost: 1.7263 GB 
 k:0, b:63, f:5 , RAM cost: 1.7263 GB 
 k:0, b:64, f:6 , RAM cost: 1.7263 GB 
 k:0, b:65, f:7 , RAM cost: 1.7264 GB 
 k:0, b:66, f:8 , RAM cost: 1.7264 GB 
 k:0, b:67, f:9 , RAM cost: 1.7264 GB 
 k:0, b:68, f:10 , RAM cost: 1.7264 GB 
 k:0, b:69, f:11 , RAM cost: 1.7265 GB 
 k:0, b:70, f:12 , RAM cost: 1.7266 GB 
 k:0, b:71, f:13 , RAM cost: 1.7265 GB 
 k:0, b:72, f:14 , RAM cost: 1.7265 GB 
 k:0, b:73, f:15 , RAM cost: 1.7268 GB 
 k:0, b:74, f:16 , RAM cost: 1.7265 GB 
 k:0, b:75, f:17 , RAM cost: 1.7265 GB 
 k:0, b:76, f:18 , RAM cost: 1.7265 GB 
 k:0, b:77, f:19 , RAM cost: 1.7266 GB 
 k:0, b:78, f:20 , RAM cost: 1.7265 GB 
 k:0, b:79, f:21 , RAM cost: 1.7267 GB 
 k:0, b:80, f:22 , RAM cost: 1.7265 GB 
 k:0, b:81, f:23 , RAM cost: 1.7266 GB 
 k:0, b:82, f:24 , RAM cost: 1.7268 GB 
 k:0, b:83, f:25 , RAM cost: 1.7267 GB 
 k:0, b:84, f:26 , RAM cost: 1.7265 GB 
 k:0, b:85, f:27 , RAM cost: 1.7269 GB 
 k:0, b:86, f:28 , RAM cost: 1.7269 GB 
 k:0, b:87, f:29 , RAM cost: 1.7266 GB 
 k:1, b:87, f:29 , RAM cost: 1.7266 GB 
 k:2, b:87, f:29 , RAM cost: 1.7266 GB 
 k:3, b:87, f:29 , RAM cost: 1.7266 GB 
 k:4, b:87, f:29 , RAM cost: 1.7265 GB 
 k:5, b:87, f:29 , RAM cost: 1.7268 GB 
 k:6, b:87, f:29 , RAM cost: 1.7268 GB 
 k:7, b:87, f:29 , RAM cost: 1.7267 GB 
 k:8, b:87, f:29 , RAM cost: 1.7266 GB 
 k:9, b:87, f:29 , RAM cost: 1.7267 GB 
 k:10, b:87, f:29 , RAM cost: 1.7266 GB 
 k:11, b:87, f:29 , RAM cost: 1.7267 GB 
 k:12, b:87, f:29 , RAM cost: 1.7267 GB 
 k:13, b:87, f:29 , RAM cost: 1.7268 GB 
 k:14, b:87, f:29 , RAM cost: 1.7267 GB 
 k:15, b:87, f:29 , RAM cost: 1.7271 GB 
 k:16, b:87, f:29 , RAM cost: 1.7271 GB 
 k:17, b:87, f:29 , RAM cost: 1.7270 GB 
 k:18, b:87, f:29 , RAM cost: 1.7267 GB 
 k:19, b:87, f:29 , RAM cost: 1.7267 GB 
 k:20, b:87, f:29 , RAM cost: 1.7267 GB 
 k:21, b:87, f:29 , RAM cost: 1.7268 GB 
 k:22, b:87, f:29 , RAM cost: 1.7268 GB 
 k:23, b:87, f:29 , RAM cost: 1.7269 GB 
 k:24, b:87, f:29 , RAM cost: 1.7267 GB 
 k:25, b:87, f:29 , RAM cost: 1.7268 GB 
 k:26, b:87, f:29 , RAM cost: 1.7268 GB 
 k:27, b:87, f:29 , RAM cost: 1.7268 GB 
 k:28, b:87, f:29 , RAM cost: 1.7269 GB 
 k:29, b:87, f:29 , RAM cost: 1.7268 GB 
 k:30, b:87, f:29 , RAM cost: 1.7271 GB 
 k:31, b:87, f:29 , RAM cost: 1.7268 GB 
 k:32, b:87, f:29 , RAM cost: 1.7271 GB 
 k:33, b:87, f:29 , RAM cost: 1.7268 GB 
 k:34, b:87, f:29 , RAM cost: 1.7267 GB 
 k:35, b:87, f:29 , RAM cost: 1.7269 GB 
 k:36, b:87, f:29 , RAM cost: 1.7268 GB 
 k:37, b:87, f:29 , RAM cost: 1.7267 GB 
 k:38, b:87, f:29 , RAM cost: 1.7269 GB 
 k:39, b:87, f:29 , RAM cost: 1.7268 GB 
 k:40, b:87, f:29 , RAM cost: 1.7270 GB 
 k:41, b:87, f:29 , RAM cost: 1.7268 GB 
 k:42, b:87, f:29 , RAM cost: 1.7272 GB 
 k:43, b:87, f:29 , RAM cost: 1.7270 GB 
 k:44, b:87, f:29 , RAM cost: 1.7268 GB 
 k:45, b:87, f:29 , RAM cost: 1.7268 GB 
 k:46, b:87, f:29 , RAM cost: 1.7269 GB 
 k:47, b:87, f:29 , RAM cost: 1.7268 GB 
 k:48, b:87, f:29 , RAM cost: 1.7268 GB 
 k:49, b:87, f:29 , RAM cost: 1.7268 GB 
 k:50, b:87, f:29 , RAM cost: 1.7268 GB 
 k:51, b:87, f:29 , RAM cost: 1.7272 GB 
 k:52, b:87, f:29 , RAM cost: 1.7270 GB 
 k:53, b:87, f:29 , RAM cost: 1.7272 GB 
 k:54, b:87, f:29 , RAM cost: 1.7270 GB 
 k:55, b:87, f:29 , RAM cost: 1.7271 GB 
 k:56, b:87, f:29 , RAM cost: 1.7268 GB 
 k:57, b:87, f:29 , RAM cost: 1.7268 GB 
 k:58, b:87, f:29 , RAM cost: 1.7268 GB 
 k:59, b:87, f:29 , RAM cost: 1.7269 GB 
 k:60, b:87, f:29 , RAM cost: 1.7272 GB 
 k:61, b:87, f:29 , RAM cost: 1.7269 GB 
 k:62, b:87, f:29 , RAM cost: 1.7270 GB 
 k:63, b:87, f:29 , RAM cost: 1.7269 GB 
 k:64, b:87, f:29 , RAM cost: 1.7269 GB 
 k:65, b:87, f:29 , RAM cost: 1.7268 GB 
 k:66, b:87, f:29 , RAM cost: 1.7268 GB 
 k:67, b:87, f:29 , RAM cost: 1.7270 GB 
 k:68, b:87, f:29 , RAM cost: 1.7270 GB 
 k:69, b:87, f:29 , RAM cost: 1.7269 GB 
 k:70, b:87, f:29 , RAM cost: 1.7268 GB 
 k:71, b:87, f:29 , RAM cost: 1.7272 GB 
 k:72, b:87, f:29 , RAM cost: 1.7271 GB 
 k:73, b:87, f:29 , RAM cost: 1.7268 GB 
 k:74, b:87, f:29 , RAM cost: 1.7270 GB 
 k:75, b:87, f:29 , RAM cost: 1.7269 GB 
 k:76, b:87, f:29 , RAM cost: 1.7270 GB 
 k:77, b:87, f:29 , RAM cost: 1.7270 GB 
 k:78, b:87, f:29 , RAM cost: 1.7269 GB 
 k:79, b:87, f:29 , RAM cost: 1.7268 GB 
 k:80, b:87, f:29 , RAM cost: 1.7271 GB 
 k:81, b:87, f:29 , RAM cost: 1.7270 GB 
 k:82, b:87, f:29 , RAM cost: 1.7270 GB 
 k:83, b:87, f:29 , RAM cost: 1.7269 GB 
 k:84, b:87, f:29 , RAM cost: 1.7269 GB 
 k:85, b:87, f:29 , RAM cost: 1.7268 GB 
 k:86, b:87, f:29 , RAM cost: 1.7271 GB 
 k:87, b:87, f:29 , RAM cost: 1.7272 GB 
 k:88, b:87, f:29 , RAM cost: 1.7272 GB 
 k:89, b:87, f:29 , RAM cost: 1.7269 GB 
 k:90, b:87, f:29 , RAM cost: 1.7270 GB 
 k:91, b:87, f:29 , RAM cost: 1.7269 GB 
 k:92, b:87, f:29 , RAM cost: 1.7271 GB 
 k:93, b:87, f:29 , RAM cost: 1.7270 GB 
 k:94, b:87, f:29 , RAM cost: 1.7270 GB 
 k:95, b:87, f:29 , RAM cost: 1.7272 GB 
 k:96, b:87, f:29 , RAM cost: 1.7269 GB 
 k:97, b:87, f:29 , RAM cost: 1.7270 GB 
 k:98, b:87, f:29 , RAM cost: 1.7269 GB 
 k:99, b:87, f:29 , RAM cost: 1.7269 GB 
 k:100, b:87, f:29 , RAM cost: 1.7269 GB 
 k:101, b:87, f:29 , RAM cost: 1.7271 GB 
 k:102, b:87, f:29 , RAM cost: 1.7272 GB 
 k:103, b:87, f:29 , RAM cost: 1.7269 GB 
 k:104, b:87, f:29 , RAM cost: 1.7273 GB 
